0x07D
TC_YW_Router_NotMessageRouter_0x07D_001,SWRS-1,A,CAN路由,基本功能,手动测试,0x07D,CAN信号路由_(OccupantDetDRVSideVd)_0x07D->0x07D,"1.被测板的CAN1连接CANoe的CAN1，被测板的CAN8连接CANoe的CAN2连接
2.被测板子正常启动","1.使用CANoe工具，在CANOE中对应CAN1通道上发送报文名称：SRS_CrashInfo，报文ID：0x07D中信号
OccupantDetDRVSideVd=
2.报文周期设定为50ms，DLC=8发送报文
","2.在CANOE中对应CAN2通道能收到报文名称：SRS_CrashInfo，报文ID：0x07D分别对应以下信号值
OccupantDetDRVSideVd=
收到报文周期为50ms，DLC=8
",陈昌松
TC_YW_Router_NotMessageRouter_0x07D_001,SWRS-1,A,CAN路由,基本功能,手动测试,0x07D,CAN信号路由_(OccupantDetDRVSideSRS)_0x07D->0x07D,"1.被测板的CAN1连接CANoe的CAN1，被测板的CAN8连接CANoe的CAN2连接
2.被测板子正常启动","1.使用CANoe工具，在CANOE中对应CAN1通道上发送报文名称：SRS_CrashInfo，报文ID：0x07D中信号
OccupantDetDRVSideSRS=
2.报文周期设定为50ms，DLC=8发送报文
","2.在CANOE中对应CAN2通道能收到报文名称：SRS_CrashInfo，报文ID：0x07D分别对应以下信号值
OccupantDetDRVSideSRS=
收到报文周期为50ms，DLC=8
",陈昌松
TC_YW_Router_NotMessageRouter_0x07D_001,SWRS-1,A,CAN路由,基本功能,手动测试,0x07D,CAN信号路由_(DispVehSpd)_0x07D->0x07D,"1.被测板的CAN1连接CANoe的CAN1，被测板的CAN8连接CANoe的CAN2连接
2.被测板子正常启动","1.使用CANoe工具，在CANOE中对应CAN1通道上发送报文名称：SRS_CrashInfo，报文ID：0x07D中信号
DispVehSpd=
2.报文周期设定为50ms，DLC=8发送报文
","2.在CANOE中对应CAN2通道能收到报文名称：SRS_CrashInfo，报文ID：0x07D分别对应以下信号值
DispVehSpd=
收到报文周期为50ms，DLC=8
",陈昌松
0x135
TC_YW_Router_NotMessageRouter_0x135_001,SWRS-1,A,CAN路由,基本功能,手动测试,0x135,CAN信号路由_(SAS_SteerWheelRotSpd)_0x135->0x136,"1.被测板的CAN1连接CANoe的CAN1，被测板的CAN8连接CANoe的CAN2连接
2.被测板子正常启动","1.使用CANoe工具，在CANOE中对应CAN1通道上发送报文名称：EPS_SASAngle，报文ID：0x135中信号
SAS_SteerWheelRotSpd=
2.报文周期设定为10ms，DLC=8发送报文
","2.在CANOE中对应CAN2通道能收到报文名称：EPS_SASAngle01，报文ID：0x136分别对应以下信号值
SAS_SteerWheelRotSpd=
收到报文周期为10ms，DLC=8
",陈昌松
TC_YW_Router_NotMessageRouter_0x135_001,SWRS-1,A,CAN路由,基本功能,手动测试,0x135,CAN信号路由_(SAS_SteerWheelRotDir)_0x135->0x136,"1.被测板的CAN1连接CANoe的CAN1，被测板的CAN8连接CANoe的CAN2连接
2.被测板子正常启动","1.使用CANoe工具，在CANOE中对应CAN1通道上发送报文名称：EPS_SASAngle，报文ID：0x135中信号
SAS_SteerWheelRotDir=
2.报文周期设定为10ms，DLC=8发送报文
","2.在CANOE中对应CAN2通道能收到报文名称：EPS_SASAngle01，报文ID：0x136分别对应以下信号值
SAS_SteerWheelRotDir=
收到报文周期为10ms，DLC=8
",陈昌松
TC_YW_Router_NotMessageRouter_0x135_001,SWRS-1,A,CAN路由,基本功能,手动测试,0x135,CAN信号路由_(SAS_FailureSts)_0x135->0x136,"1.被测板的CAN1连接CANoe的CAN1，被测板的CAN8连接CANoe的CAN2连接
2.被测板子正常启动","1.使用CANoe工具，在CANOE中对应CAN1通道上发送报文名称：EPS_SASAngle，报文ID：0x135中信号
SAS_FailureSts=
2.报文周期设定为10ms，DLC=8发送报文
","2.在CANOE中对应CAN2通道能收到报文名称：EPS_SASAngle01，报文ID：0x136分别对应以下信号值
SAS_FailureSts01=
收到报文周期为10ms，DLC=8
",陈昌松
TC_YW_Router_NotMessageRouter_0x135_001,SWRS-1,A,CAN路由,基本功能,手动测试,0x135,CAN信号路由_(SAS_CalibrationSts)_0x135->0x136,"1.被测板的CAN1连接CANoe的CAN1，被测板的CAN8连接CANoe的CAN2连接
2.被测板子正常启动","1.使用CANoe工具，在CANOE中对应CAN1通道上发送报文名称：EPS_SASAngle，报文ID：0x135中信号
SAS_CalibrationSts=
2.报文周期设定为10ms，DLC=8发送报文
","2.在CANOE中对应CAN2通道能收到报文名称：EPS_SASAngle01，报文ID：0x136分别对应以下信号值
SAS_CalibrationSts=
收到报文周期为10ms，DLC=8
",陈昌松
TC_YW_Router_NotMessageRouter_0x135_001,SWRS-1,A,CAN路由,基本功能,手动测试,0x135,CAN信号路由_(SteeringWheelAngle)_0x135->0x136,"1.被测板的CAN1连接CANoe的CAN1，被测板的CAN8连接CANoe的CAN2连接
2.被测板子正常启动","1.使用CANoe工具，在CANOE中对应CAN1通道上发送报文名称：EPS_SASAngle，报文ID：0x135中信号
SteeringWheelAngle=
2.报文周期设定为10ms，DLC=8发送报文
","2.在CANOE中对应CAN2通道能收到报文名称：EPS_SASAngle01，报文ID：0x136分别对应以下信号值
SteeringWheelAngle=
收到报文周期为10ms，DLC=8
",陈昌松
TC_YW_Router_NotMessageRouter_0x135_001,SWRS-1,A,CAN路由,基本功能,手动测试,0x135,CAN信号路由_(BrkPrsVd)_0x135->0x136,"1.被测板的CAN1连接CANoe的CAN1，被测板的CAN8连接CANoe的CAN2连接
2.被测板子正常启动","1.使用CANoe工具，在CANOE中对应CAN1通道上发送报文名称：EPS_SASAngle，报文ID：0x135中信号
BrkPrsVd=
2.报文周期设定为10ms，DLC=8发送报文
","2.在CANOE中对应CAN2通道能收到报文名称：EPS_SASAngle01，报文ID：0x136分别对应以下信号值
BrkPrsVd=
收到报文周期为10ms，DLC=8
",陈昌松
